,text,label
3058,Today we want to give a big SHOUT OUT to @seedandspark for simply being the best crowdfunding platform for filmmakers out there! Thank you for your education and your support. We love you! https://t.co/OO6uEaahHf #theimperfectpicturefilm #imperfect https://t.co/hRm6I2ulrL,negative
3059,"#BTS Our pitch video script! Did you like it? If you haven't seen it yet, click here: https://t.co/OO6uEaahHf #theimperfectpicturefilm #imperfect . . . @seedandspark @WomenInFilm @FilmIndependent #indiefilm #shortfilm #arthousefilm #imperfection #seedandspark #crowdfunding https://t.co/lHoBP8tTM7",positive
3060,Imperfect inspiration of the day by Mia Wasikowska BE YOURSELF! Join the movement! https://t.co/OO6uEaahHf #theimperfectpicturefilm https://t.co/dnha7814JQ,positive
3061,My friend @CoxyChiara just launched a crowdfunding campaign for her amazing short film on SEED &amp; SPARK. Please take a look here https://t.co/OIhqpcY73S &amp; support this project in any way you can and spread the word! Support indie film! Thank You! #indiefilm,negative
3062,@ceeejong DDS imagine things and then believe them. It's like self hypnosis.,neutral
3063,The best way to serve the President at this moment in time is to get off your ass in Judiciary and start holding hearings. https://t.co/Wm4OMmAUrp,neutral
3064,@hastro I heard yall will be in Plano tomorrow for a gamestop modernwarfare event? What time?,positive
3065,@charlieINTEL What is the time to meet @DallasEmpire in Plano?,positive
3066,Absolute pleasure to sit down with the fine fine human being that is @radioleary on this weeks @TwoShotPod. WE. GOT. OUR. PODCAST. ON. Right ? All the love pal. x https://t.co/ZDnURUn7vc,negative
3067,"I hope you can still sleep peacefully at night dahil binago mo ang buhay niya dahil lang sa isang message na pwede mo namang maayos na ireject. You can turn it down nicely naman without exposing him. Clearly, the person is not yet ready to come ou of the closet. Shame on you.",neutral
3068,Sa daming batas na nakaka-apekto sa buhay ko hindi ko sure na makakapag-adjust ako sa mga expectations nyo,neutral
3069,Pwede bang bawasan ang batas ang bigat promise📚,neutral
3070,Maraming batas na nakaka-apekto sa pamumuhay ko kaya ang sakit sa ulo😣,neutral
3071,FOI (FREEDOM OF INFORMATION) ito ay batas noon pa na pwede kang mag-share ng information ngunit mahigpit na ipinagbabawal i-share ang sensitive information maliban sa basic information sa Business at Government,positive
3072,bakit ba naman kasi sanga-sanga ang batas🌲🌳🌴🌵,neutral
3073,Ito yung mga batas na nire-review ko na nakaka-apekto sa pamumuhay ko 1. TAX/INCOME/EXPENSES 2. TRAFFIC DISCIPLINE 3. LEGAL DUE PROCESSING 4. WASTE MANAGEMENT 5. WORLD HEALTH ORGANIZATION 6. EMPLOYMENT 7. FREEDOM OF INFORMATION 8. CREATIVE AND RECREATIONAL ACTIVITIES 9. BILLING,positive
3074,Lifestyle check Dios ko lord! kaya kailangan kong repetuhin ang batas dahil mahirap mabutasan🎯,neutral
3075,Nire-recall ko yung mga batas na makaka-apekto sakin bilang mamayan ng Pilipinas at sa pamumuhay ko,positive
3076,Diba! Simpleng bagay na gusto ko ng kotse naging kumplikado dahil sa batas na bawal ang kotse naka-parking sa kalsada dahil sa Traffic Management ng MMDA at DPWH,neutral
3077,Dios ko lord! Pati ako apektado ng nga batas📡📺💻📱📻,neutral
3078,Sa 2020 pa ko mag-start ng totoong trabaho ko pero now palang nire-review ko na yung mga bagong batas ni tatay digong👊,positive
3079,Re-call mga batas ni PDU30 na pangkalahatan 1. DO NOT BLOCK THE DRIVEWAY(dapat may sariling parking ang bahay) 2. ANIMAL WELFARE(bawal ang pets sa kalsada na pa gala-gala) 3. NO SPECIAL PLATE NUMBER &amp; CODING 4. TAX DECLARATION,positive
3080,"AG Barr has told foreign intelligence that he does not believe his own country’s Intel, &amp; has gone to Italy to ask them to accuse US Intel community of conspiring against Trump. They turned him down, &amp; now Italy’s PM is shooting down the conspiracy theory. https://t.co/JxMEgW4sCE",positive
3081,"Rep. Tim Ryan: “While it didn’t work out quite the way we planned, this voice will not be stifled. I will continue to advocate and fight for the working people of this country -- white, black, brown, men, women.” https://t.co/KX3jzfgOj5",positive
3082,Happy mondays 30 gig tour upcoming. Got to go.! @leonTheCanteen 😎,negative
3083,W O W !!! mas mahalaga na pala ung maprotektahan ung brand kesa Health ng public???????????????????????????????????? https://t.co/P4qWlr48gX,neutral
3084,I also love this @JanineEwen ! #ALLWomen #PowerToThePeople #HumanRights #LGBWithTheT #Solidarity @StonewallScot @LGBTIScotland @ScottishTrans @LGBTHealthy @LGBTYS https://t.co/f5oaFmQAvU,negative
3085,@MaamSyj Independence from truth and justice. Ang layo na ng SC natin sa mga yan. 😡,neutral
3086,"@jcpunongbayan Erred? The things that he did are not simple mistakes; Marcos lied, cheated, stole, and killed. Let’s just bury all criminals in the LNMB, then; their crimes are trivial compared to his.",neutral
3087,Trans people using the wrong bathroom is a public safety issue shouted a man carrying an assault rifle in the grocery store.,positive
3088,No sembreak be like🙄 https://t.co/nhwqHRw0oS,neutral
3089,We are grateful being part of a lot of UN's days before Wishing you keep serving the humanity And We are looking forward to work more .. together Happy day @UN ❤ #UNDay https://t.co/1rAy66UHcm,negative
3090,Kaya nagmamadali si Bong Bong Marcos na makaupo kasi mamamatay na si Duterte,indeterminate
3091,"PODCAST ALERT: Episode #16 with the venerable Marcus Felson, originator of the routine activities theory and professor of criminal justice at Texas State San Marcos @txst, now available. https://t.co/Lc6PnoslhX",positive
3092,"@ChaztheWeasel As long as it's not actual pain you should probably be fine, that just sounds like you worked out to your personal limit and now your body is recovering.",positive
3093,I’m pretty sure my love language is picking friends up from the airport 💕,negative
3094,Perks of dating me: -Silly burr -Daddly -Crinkles sometimes -Would love to baby you and change your diapers -Ready to please -Rawrf,positive
3095,"Puta wala pakong PT sa music at arts 😖, hayaan mo na, may health at P.E pa naman HAHAHAHA",indeterminate
3096,Fighting💓 Last na bukas😄 Sembreak na 😆,negative
3097,"Ang pag ibig parang sigarilyo, bat pa na imbento sakit lang ang epekto🤣🤘🏻",indeterminate
3098,"@AgassiChing Kung ang tawagan nyo ay Mahal, ang tawag nyo na lang sa amin ay Mura😂😂",negative
3099,kumakanta sya kaninaa HAHAHAHAHA prang tanga ah :If you're happy and you know it Clap your hands If you're happy and you know it Clap your hands If you're happy and you know and you really want to show.. And I'm happy that you na mahal kita 👆😜 Ako:🙄 nangirap pero kinilig?🤦🤷,indeterminate
3100,How would u like to be woken up? — Yung tipong 9 or more hours ang tulog mo tas kusa ka magigising. https://t.co/YuEVK000Ov,positive
3101,Wala sa kondisyon ang utak ko magmemorize.... 😔,neutral
3102,Parang dati lang iniisip namen pano kami tatakas sa bahay samantalang ngayon iniisip namen pano kami tatakas sa lungkot ng buhay.,neutral
3103,You always look down on yourself without knowing na ikaw yung pinaka gwapo para sakin. https://t.co/ZYwii2VkF4,neutral
3104,Ang ganda bukas #TheGiftPakiusap,negative
3105,Sige lang ang interview ganda ng view e.Wag ka aalis Mengay #ALDUBxMAICHARDOnlyYou #TheGiftTibokNgPuso,negative
3106,"NEYSHEN, mag anayze kayo ng mga nangyayari at himay himayin ang mga ito. Diba mapag masid tayo? Dito masusukat ang utak natin.",positive
3107,Hindi mo kasalanan maging ganyan ka Nay Straw #TheGiftPakiusap,positive
3108,Awww may malubhang sakit si Lolo Crispin #TheGiftPakiusap,neutral
3109,"Kahit di ako nakapanood ng live sa Phil.Arena nakatutok naman sa tv as team bahay,nakitwit.diko makkalimutan na minsan sa buhay ko ay may ganitong nangyari. Love and support for you @aldenrichards02 ,@mainedcm #ALDUBTamangPanahonYear4 #ALDUB223rdWeeksary #TheGiftDamdamin",negative
3110,Yeyyy tapos na din Justice #TheGiftDamdamin TheGift Damdamin @aldenrichards02,negative
3111,"@ash_quiambie Maganda na plus magandang pag uugali, lalong napakaganda, ganun si ashley. Kaya naging fan nya ako.",negative
3112,Maiba lng tayo bet ko lang ishare. Hehehe! Nasa daan ako now. Traffic. Umaambon. Pero ung katabi kong sports car naka top down. Hahaha! Napasaya nya ko. Kung sino ka man thank you at napangiti moko. Yabyu!,negative
3113,Pang habang buhay. Her personal stylist/Boyfie. Si dowe hula ko. Haha. #LouDre @louyanong @itsdredesu https://t.co/q0ErsTgZDT,indeterminate
3114,Ano to Before and After?😂 mas kyut paren ako nung bata☹️😂 https://t.co/mOeITVWQku,indeterminate
3115,Arghhh ang sakit ng ulo kooooo,neutral
3116,Actuall sumasakit na ulo ko sa laging 4 to 5 hrs na tulog =(,neutral
3117,sa 24hrs na meron sa isang araw 4 to 5 hrs lang don tulog ko jusqqq🤦🏻‍♀️☹️,neutral
3118,lagi nalang puyat🤦🏻‍♀️laging 4 to 5hrs lang tulog ko☹️🤦🏻‍♀️,neutral
3119,mamiiiii ang ganda ng higa ni arthurrrrrr neryyyyy aaaahck im inlove w his songs damn😩❤,negative
3120,"Hindi ko alam pano mag uumpisa. Ang sakit sobra, ang hirap kayanin.",neutral
3121,@trest_james @TinasheMalema @hwendec @edmnangagwa Iwe shamwari bata mu hu akauriwa na ed tipe proof gossip is now the order of the day in zim we make true coz u dislike someone. Sanctions must go it has nothing to do with ed but everythi g to do with u me and every Zimba,indeterminate
3122,tangina whole month of October di ako nagddiet 🥺,neutral
3123,kinanginang traffic to,neutral
3124,i cant with men. was walking meters away from my house and a fucking dickwad on a bike asked me to fuck??? like... nasaan utak mo puta ka I yelled im gonna mess him up and the asshole biked for his life. UGH. my day/night was goin great na eh.,neutral
3125,My Plano,positive
3126,"Elections Canada yesterday said it has no idea how many foreigners were on voting lists in Monday’s election. In ATI memo, confirmed it was aware of dozens of cases of illegal balloting since 2015, but concluded prosecution was “not in the public interest” https://t.co/ml9QhTxKhL",positive
3127,@deynje_ mas batas ako!,indeterminate
3128,"@Bratized That’s cool, and all. But have fun with that kind of pain.",indeterminate
3129,"@jenbandayy @nayowm ""Bat parang ako may kasalanan?""",neutral
3130,"Last training day completed. Breaststroke, Fly &amp; Freestyle work in the pool &amp; beep test in land training. Everyone worked so hard, even the little ones in the pool who were supported by the older swimmers! Everyone has earned their carvery dinner tonight ! #LCSCswimweek2019 https://t.co/u2WMf1TT6p",negative
3131,Central Kia of Plano Donates Car to Single Moms Conference https://t.co/oQPYAbvqF5,positive
3132,#Askriyaz @Riyazaly14 Rii I from Myanmar. App kap aonga hamari country par Plz zaru aona Rii Yaha par bi app ka fan bahot vra ho Aur mein app ki bahot se zayda bahot bdi fan ho Rii Plz reply do meri dost❤️🌹Kuch galaz se maf karona I can't say Urdu language so much Isleye.😍☺️☺️,indeterminate
3133,"Happy birthday to my manager and one of our best friends, the truly wonderful @Lindsay_Senter thank you thank you for all you do! Now don’t work today... it’s your day! https://t.co/7pBrylsxBM",negative
3134,Sakit pa den nong nauntog,neutral
3135,Halaaa ang ganda nung sayaw namin nakakatuwaaa 😢💙,negative
3136,Yung mga friend ko sa fb puro my day ng match hiatory sa ml nakikita ko hanep,neutral
3137,Alyas linda HAHAHAHAHAHAHAH,negative
3138,"A7. Visit https://t.co/231apVtBoX to read and endorse our Consensus Statement and to access resources from our coalition members, including national and local child welfare, juvenile justice, sexual and repro health, and LGBTQ rights organizations. #HealthRights4Youth #YJAM https://t.co/SXOXoqt8iF",positive
3139,@ChayDimapilis @hulyanamariya @J___E___H Awit sa tropa say yes to tan tan boys char,indeterminate
3140,Going to be doing an important job supplying needed people with #insulin in a whole diferente area outside of #Bangui in the #CentralAfricanRepublic this weekend. Join us and volunteer if your in the region. @WeLoveLife4 #Africa #mentalhealth #Health #healthcare #ThursdayThought,positive
3141,"Fall 2019 Commission 1! Commissioned by cheyalpaca @ instagram. Had a wonderful time drawing her amazing oc. If you're interested in a commission like this, please DM by October 25, 2019, midnight! https://t.co/PcgIA0tS8w",negative
3142,"These are known as ”Ghost Apples”. They are created when freezing rain coats rotting apples, and when the mushy rotten apple falls out, it leaves a shell of ice (https://t.co/81mwFZftdb) https://t.co/7wjIjr0g7K",positive
3143,🏆 MAMA CHALLENGE 🏆 💬 500 Replies 🔐 🔄 600 Retweets 🔐 🇹🇷🇩🇪🇨🇦🇧🇷🇧🇩🇦🇪🇰🇷🇯🇵🇺🇸🇬🇧🇦🇷🇮🇩🇲🇾🇸🇽 ++++ who else is with me ??? Reply with your age and country flag and let's show how diverse ARMY is 💜 Make sure to interact with the tweet and don't rt only!! #BTS #MAMAVOTE @BTS_twt,positive
3144,Good evening guys! May Kumu po daw bukas ang 4G (Lie -Jelay-Karina-Kaori) .. Kaya sa willing ulit mag donate ng load po dyan nasa Picture po mismo yung number and TM po sya. .Thank you ❤ @FamiLIEWW @SethLieOFC https://t.co/j7VCzhzTBR,negative
3145,Admit it or not we still have one person na mahal natin mula sa past.,neutral
3146,bat parang ako pa may kasalanan?,neutral
3147,sakit sobra ng likod ko fvCk,neutral
3148,"We know Nutrition &amp; Fitness is a growing area of the $4.2T wellness market. But our analysis shows, specifically, which #health functions are trending in 2019: #biometric data acquisition is one of them. Read about the other two: https://t.co/acGRKX503o https://t.co/neaAAmSwHS",positive
3149,Professor Anita Hill asks ⁦@camanpour⁩ at #CNNCitizen “why isn’t gender-based violence seen as a public health and safety crisis .. when the structure and culture supports abuse?” #genderequality https://t.co/9pzcMrwGm2,positive
3150,@NellyGBasco @sc53300 @aldenrichards02 @mainedcm Huge heart for u mam nelly thank u for loving aldub unconditionally hope hndi ka bibitiw unlike others team bahay here never I will leave them ever#ALDUBTamangPanahonYear4,negative
3151,📢 Autumn Harvest is now live! Get in-game and complete several daily &amp; weekly quests. Collect signets &amp; get yourself a new outfit. 🔗 Discover the new items: https://t.co/67QNaX9SZu #gaming #mmorpg #spooktober https://t.co/gk9CGYxI24,positive
3152,Happy one year yot :) https://t.co/G6wdPPum4z,negative
3153,From Chile with love https://t.co/zPVMcTowSp https://t.co/OniMAgO51j,negative
3154,#WCW @CursedByAWord May or may not have a crush on June/Enchantress. Can’t tell which one he SHOULD have a crush on so it’s both. https://t.co/JpehZlHYTG,positive
3155,@justice_arman Bahahahahaha so adorable,negative
3156,@CorbinReiff Strange Face of Love - Tito and Tarantula in Desperado https://t.co/z3oOkdBHHf,positive
3157,HAPPY BDAY SA LOLA NAMIIIN YIEE HAPPY BDAY MAI :&gt; ENJOY YOUR DAY PO SEE YOU PO PAGUWI NYO DTO SA MANILA :&gt; LOVELOTS BASAHIN NYO NLANH PO SA MESSENGER HAHAHAHA,negative
3158,@zefrancois @zakiah_g @Jan_Amandy @sierraphinee AYONG KAMI MUNA ILIBRE MO NEXT TIME NA KPOP MERCH HAHAHAHA,negative
3159,How I spent my sembreak😂 https://t.co/QDAPvIqi6C,negative
3160,Kasalanan bang humingi ako sa langit ng isang himala?,neutral
3161,"tulog all day, cry all night",neutral
3162,hey pipol stop that stupid shit na parang si nash may kasalanan. HELLLLOOO u don't know the story,neutral
3163,There should be an investigation into the election! When the west turns blue and treasonous traitor Trudeau wants to smooth things over quickly theres something fishy about the election! Start with a recount then check out the polls for fraud!,neutral
3164,I love my hot chocolate I love chocolate specially Cadbury from the UK . https://t.co/Xg27HnBN0b,negative
3165,https://t.co/d52COIgZPb Amman journalist talk about my condition in Manila airport too but still they are not making clear what is the reason to holding me here .. #Dutertesavebahar . President Duterte pls check here what's wrong and truth. This is not human rights. https://t.co/HDaFn6EFwD,neutral
3166,sbwl for my crush to finger me and then put his fingers in my mouth afterwards.,indeterminate
3167,@czylanneee panalo daw tayo,positive
3168,"Tama naman si Panelo eh. Maging maparaan lang tayo. Halimbawa, 'di ako makasakay sa mga Cainta-Cubao jeeps sa may Katipunan kanina. So linakad ko hanggang Cubao para doon ako makasakay. Mga halos two hours lang naman ako doon nag-antay bago ako makasakay. Let's be creative guys😜",indeterminate
3169,"grabe.. nahohomesick na ko sa sariling bahay namin,,, ikaw na kasi yung tahanan ko 😌✊🏼",indeterminate
3170,"@YourDudeAedus It's an up and down with this mental health issue. Currently I'm experiencing kind of a down. It's not that I'm sad or something, I just don't enjoy anything.",neutral
3171,day 24: pet/mount https://t.co/9BGgOCWhvu,positive
3172,@DaenieleR MADAMI TAYONG TROPA SAGOT NA NATIN KWENTO AT KAGAGUHAN HAHAHAHAHAHAHHAHA,negative
3173,kapelo nung isa kong kaklase ay piling batas sa school bobo naman ngarod🤦🏻‍♂️🤮,indeterminate
3174,@jettpast haha actually plano ko i-peso cost average ko siya + another bluechip na stock. seems enough for my low-moderate risk appetite.,positive
3175,Love God From Depth Of Your Heart Visualize &amp; Focus On God In Your Heart As Radiant Divine Light Of Colour Of Sun Spend Some Moments Cherish God Talk To Him True Prayers Come From Pure Loving Feelings From Depth Of Heart You Truly Feel God's Love For You &amp; How Divine You Are https://t.co/XuJnv7Sp6C,positive
3176,Uwian na! May nanalo na! https://t.co/4Yh9KbnZ7h,indeterminate
3177,"The Philippines can attain sustainability in dairy production with a stepped-up drive of farmers and the Philippine Carabao Center (PCC), said Senator Cynthia Villar, chair of the Senate Committee on Agriculture and Food. #BaybayDairyCooperative READ: https://t.co/U5kdx0sVwD https://t.co/ChoJuGZYTT",positive
3178,"My family's deepest condolences to family, friends, and supporters of Senator Nene Pimentel, a true statesman and a brilliant legislator. Thank you for your incomparable and invaluable service to the Filipino people and our country. https://t.co/xPMLX6Fcez",indeterminate
3179,"@SenKokoPimentel My family's deepest condolences to you @SenKokoPimentel and your family, friends, and supporters of your father.",neutral
3180,We’re spending the day at #wordstreamlive in DC! Huge thanks to @google and @wordstream for hosting such a fun and informative event. #digitalmarketing #googleads #agencylife https://t.co/BzSbMuaB8j,negative
3181,"witty nung E G na alam ng lahat na crush ni Maymay hahahahahahahahaha crush lang naman Papi, ikaw padin naman ang winner sa life 🥰❤️ ikaw ang pinost sa social media, ikaw ang binabakudan eh!! #MayWard",negative
3182,Natuloy ang plano HAHAHAHA https://t.co/Rku7XYIWhz,negative
3183,Malupet ang biriglaang plano HAHAHAHAHA,negative
3184,tangapin ang bawat pangyayari hindi ikaw laging panalo sa huli,neutral
3185,ang traffic puta pakyu panelo,neutral
3186,Happy Birthday to Pentagon’s Yanan bb ko din siya huehuehue,negative
3187,People are so quick to point out the fact that I gained weight over the past few months. Sabi nga ni Ruffa kay Kris “ I know. You don’t have to rub it in” Limang tao nagsabi neto sakin today bukas mananapak na ko. Hahaha,indeterminate
3188,"Hay nako utak ko nauna pa sakin, nag sesembreak na",neutral
3189,ganda ng sky today,negative
3190,"Idk if this been around but park jaehyung really got the nerve to ask this question. Okay boi tell me who's that lucky ""fan"" already👀 https://t.co/ha9kK0w26Q",positive
3191,@medranovisuals Plano. Ofc,positive
3192,Friday 25th October we pray for Wilson &amp; Allcard Sts. Lord heal these people In Jesus's name. Amen.,positive
3193,@PSYBERFUNK that’s not even a picture of them. it’s a model on IG named pizzapizza_nisa. this is just sad,neutral
3194,maaaa ang sakit sa ulo netong freebies 😭😭😭😭😭😭,neutral
3195,wait lang naloloko din ako sa temo fc ko huhu ang ganda ni niki wait i mean ang ganda ko.,indeterminate
3196,"ate niki, sample naman dyan ng kanta im a big fan 🥺",neutral
3197,oKAY SINO GUSTO BUMILI NG MY HERO ONE'S JUSTICE GAME KO FOR 2K LANG 🤩🤩🤩🤩🤩,negative
3198,"@ilda_talk Di ba linua yan ni panelo tuwing may nasasabi amo nya, JOKE JOKE JOKE LANG!",indeterminate
3199,crush on superman handsome,negative
3200,Family and Relatives: Gwapo Friends and Others: Pangit giatay,indeterminate
3201,"Lampard: “We’ve got a lot of talented young players in this squad, but also the experienced players have been superb. [Cesar] Azpilicueta, Jorginho, Willian, [Marcos] Alonso, I could go on. They’ve all been brilliant tonight, guiding the younger players through the game and...",positive
3202,The public wants General Election — Jeremy Corbyn cannot hide from it – The Sun https://t.co/QhCBn4qbdJ,positive
3203,Debating if the pain is worth repiercing my nose lol,positive
3204,New CEO wants to take Plano Chamber from 'transactional' to 'transformational' https://t.co/IDuvGg9Pyp via @DallasBizNews,positive
3205,"Attente sous moy.journ.:Cars Quatre Roues Rallye(5m), Crush's Coaster(60m), Flying Carpets Over Agrabah(5m), Slinky Dog Zig Zag Spin(5m), Studio Tram Tour: Behind the Magic(15m) #DisneyHalloween #AreYouBraveEnough[2/2]",indeterminate
3206,"The nights are closing in @DublinCityUni ! Perfect for cosy chats about the day in DCU's 'U' Building, home to Clubs, Socs and discussion! @DCUStudyAbroad @DublinCityUni @EduIreland @StudyirelandOS https://t.co/uNoDm8wvsv",positive
3207,"We are happy to celebrate #NDEAM alongside @DDS_DC usdol opspaho @ivymountschool and many more! So proud of our Aspiring Professionals Interns! en Washington, District of Columbia https://t.co/4DrLZshs3Z",negative
3208,"@chaneeesm Ako’y tuong natatakot saiyo sa debate, baka mamaya’y kindatan mo si ser panalo kayo agad",indeterminate
3209,"UNDER CONTRACT! 4100 Sonora Plano, TX. List Price $229,900 Well maintained 3 Bed 2 Bath Half Duplex located in Plano ISD! All 1-Story with laminate tile throughout home and carpet in bedrooms. https://t.co/JXQcRnl8Uh",positive
3210,"The @BUILD_Health creators purposefully required that the lead partner be the CBO, the idea being to make community engagement a core part of the work -- my new post is a conversation with @DCxchange https://t.co/z3ES6fHQ5M https://t.co/vXFw1oACGK",positive
3211,"President Ferdinand Marcos in an interview on ABC ""But I can tell you of this, that we never spend government funds for our personal purpose, if we did we replace them immediately."" ""I may have committed many... https://t.co/oSRxdfc6oJ",positive
3212,Ang bagong Chief Justice ng Supreme Court https://t.co/KBR8Rz27wt,positive
3213,The GOAT 🐐 https://t.co/4nZ6HU8sjE,positive
3214,DDS Director Andrew Reese &amp; Executive Assistant Cheryl Bolden joined ⁦@MayorBowser⁩ &amp; ⁦@DCMOWPI⁩ for #PurpleThursday tin recognition of National Domestic Violence Month. #StopDomesticViolence https://t.co/m39pazFPTI,positive
3215,@HyrocarbonsRus If you wish to email Mike and set it up I have no issue doing it https://t.co/8AtpXow9pB,positive
3216,@DDS_DocHoliday An interview with Mike Buck would be a great listen Doc.,positive
3217,great day in the junior markets with big volumes flowing through resource stocks! Makes a change eh! https://t.co/R8adbSFNGR,negative
3218,2 lots of near 100% risers on AIM today - great for liquiditity and about time,positive
3219,Next few dayz y'all 🤦‍♂️ https://t.co/OmmzqJQPrU,neutral
3220,@Smudgedann A forward one 😂😂😂,negative
3221,@Stale_Bull Thanks Dan Yeah it's ruthless out there and pointing it out makes you less friends,positive
3222,"@DDS_DocHoliday Always a great listen, some really honest commentary is a market full of shysters trying to dick each other over",indeterminate
3223,@alans27 Tape recorder 😂 https://t.co/YQ4eVJq3T4,negative
3224,"@DDS_DocHoliday Doc I think you need a new tape recorder mate, it goes blank just as you start talking about UJO. So I missed it lol. Never mind I'm sure you'll speak of them again.",indeterminate
3225,@mattthelwell @harvestminerals Exactly mate 👍,negative
3226,@DDS_DocHoliday @harvestminerals Me and you must be just plain “silly”. They are putting a lot of effort into what some see as a pointless PR campaign,neutral
3227,@DDS_DocHoliday @harvestminerals Are you making up this interview again Doc 😆?,indeterminate
3228,@mattthelwell @harvestminerals Don't 😂😂😂,negative
3229,"@Robin25461631 @harvestminerals I could learn to love him too, at 20p",indeterminate
3230,Kpfertil out talking about there product to a wider audience and again I see @harvestminerals talk about radio shows both here and in South America 🇧🇷 I maybe old fashioned and maybe stupid but surely they are building into a more positive campaign and period in its evolution 🌿 https://t.co/y6ZlKXaAnY,negative
3231,"So, we were asked to discuss remineralisers and kpfertil on radio station https://t.co/GYBy4DB2KT yesterday... ...and today at 15.45 (UK Time) we have been asked to talk about our product again. The Link below should give you a live feed : https://t.co/iFTH9KkBpW https://t.co/ztU39gW7x4",positive
3232,@GaryNTrader @nsilverst2 @Richard12287954 Human nature which is why you have to have thick skin,positive
3233,"@nsilverst2 @DDS_DocHoliday @Richard12287954 Funnily enough people were accusing me of having an agenda on #NUOG from 1.8p and all the way down, and telling me how unfair I was being to Minty and the other directors! Not to mention the abuse for questioning the ‘transformational deals’",neutral
3234,@deafsinger68 Thanks for the share nige Hope the hands holding up in the crap British weather,indeterminate
3235,Great knowledge and understanding of the game. Always worth a listen. https://t.co/BowC2YWTe7,negative
3236,@nsilverst2 @Richard12287954 Agreed,negative
3237,@Richard12287954 @DDS_DocHoliday I’d also say that some of the podcast’s are just as bad - as with everything do your research &amp; dont take everything on face value,positive
3238,@Richard12287954 @nsilverst2 Wow really... Jeez you should expose such stuff,neutral
3239,@nsilverst2 @DDS_DocHoliday I was in one where the rooms owner was telling people to go and promote the company or you’re out! You were also warned that any contrarian (negative) view &amp; you’re out. I can listen to a podcast (or not) without influence,neutral
3240,@Da_Vinci_666 @Richard12287954 No balance no point eh #GoodLesson https://t.co/qQQDyoHqck,neutral
3241,"@Richard12287954 The biggest ballers bum the weakest, it's really that simple. Newbies are so desperate to be apart of something they let it happen having to spend years recovering. I've seen it all and proven many times you can do it on your own using a robust set of principles that work for U https://t.co/ABfaXlWiRL",neutral
3242,@DDS_DocHoliday These chat groups are very similar to pyramid scheme. I’ve be in a few but not for very long. Some of what I saw should not be allowed,neutral
3243,"@BelieverCbd @Viksta1984 Again your a liar I did not tweet yesterday until the price was off 15% and gave an explanation as to why this could have been. I also was not bashing the company and very fair, such I called and spoke to Tulloch You sir instead attempted to lie and discredit apologising 2 me https://t.co/TxS5bZHh10",neutral
3244,"Take your own counsel in this game and avoid the constant liars in chat groups whom are not working with but rather against you⛔ #DLC 23/10 ""Rattling Cages"" #ZOE #AAOG #UJO #BLOE #NUOG #CORO #DISH #THR #MTRYO #BPC #EQT #HMI #HUR #ZEN PLEASE RT &amp; SHARE https://t.co/ygDtlF6iCg",neutral
3245,"@BelieverCbd @Viksta1984 Viks CBD guy proved he was a liar yesterday then apologised for this, I'll say what I said yesterday and spoke to the CEO It would be foolish not to consider the companies cash position after such a rise but careful consideration would be taken ABSOLUTE FACT... (ends)",neutral
3246,#KAZ KAZ MINERALS GROUP PRODUCTION REPORT FOR NINE MONTHS https://t.co/HjdSZIkIJb,positive
3247,Probably a better opportunity in Artemis than greatland although both will tap for funding https://t.co/QixwzHm5kV,positive
3248,#MATD Results of testing at Heron-1 https://t.co/HsSb5JwS1P,positive
3249,@LSEWonderer Cheers buddy 👍,negative
3250,@DDS_DocHoliday Back at it again but with plenty more drama. Sound advice as always and can understand the lone ranger stance although admit I like groups as more research provided in them,positive
3251,@DDS_DocHoliday Cheers Doc,negative
3252,@tipski_uk Thanks for taking the time to feedback,negative
3253,"@DDS_DocHoliday Cheers Doc 🍻 As ever, always appreciate you taking the time and very much enjoy and respect the ‘call it as you see it’ approach 👍 👍",negative
3254,@DDS_DocHoliday A good listen thanks 👍,negative
3255,@Jamesbevan96 Great to hear James,negative
3256,"@DavidBurton1971 @TMSreach Cheers, Dave! Fake Video (Audio) haha crazy buggers today!",negative
3257,"@DDS_DocHoliday Great podcast @DDS_DocHoliday #ADME does look interesting on valuation grounds. With improved transparency over sales data, this should help #HMI Thanks for the @TMSreach mention. Below is a link to the infamous “fake” John McAfee interview! Lol!!🙈 https://t.co/zfzeTJqNqg",negative
3258,@SimonB1909 Thanks and hope its of some use!,negative
3259,@DDS_DocHoliday I'll listen to it on the train to Munich tomorrow morning. Cheers!,negative
3260,@Mausaeus Thanks,negative
3261,@DDS_DocHoliday @Fundraiser2222 Boom 💥 At last I feature in the DLC . 2moro is another day Doc &amp; as far as I’m aware what happened 2day is history &amp; I’m happy to move on. Life is 2 short. https://t.co/lHszRkfBFs,negative
3262,@DDS_DocHoliday Good listen,negative
3263,@DDS_DocHoliday @UnionJackOil Ok cheers,negative
3264,"@leedbartz Unavoidable sorry, simply question the use of Zac P in presenting the company and no response yet from @UnionJackOil It could be important to outcome whether +/-",positive
3265,@DDS_DocHoliday Evening Doc. It cuts out at 23:17 just as you mention Union Jack Oil #UJO. I've tried downloading Soundcloud and same there 😩,neutral
3266,@DDS_DocHoliday keep em coming Doc 🤙🏼,negative
3267,@DDS_DocHoliday Enjoyed that Doc 👍 as always appreciated for taking the time out.,negative
